Outcome,Approach,Estimate,SE,CI_Lower,CI_Upper,Correlation,Measure,Selection
O1,Bivariate Selection on zscore,1.0685861462495214,0.14393877751752107,0.7864661423151802,1.3507061501838626,0.3,log RR,0.30000000000000004
O2,Bivariate Selection on zscore,0.833223935140312,0.43855639504319294,-0.026346599144346117,1.6927944694249701,0.3,log RR,0.30000000000000004
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.4
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.4
O1,Bivariate Selection on effect,1.0744620280944102,0.14466111194542752,0.7909262486813722,1.3579978075074481,0.3,log RR,0.4
O2,Bivariate Selection on effect,0.7270127079136488,0.4300584957608782,-0.11590194377767238,1.56992735960497,0.3,log RR,0.4
O1,Bivariate Selection on zscore,1.065645033529712,0.14334070326045986,0.7846972551392107,1.3465928119202135,0.3,log RR,0.4
O2,Bivariate Selection on zscore,0.7524214547626976,0.4351109750657361,-0.10039605636614513,1.6052389658915405,0.3,log RR,0.4
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.5
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.5
O1,Bivariate Selection on effect,1.073662473715297,0.14441217202103088,0.7906146165540766,1.3567103308765176,0.3,log RR,0.5
O2,Bivariate Selection on effect,0.6540009499705174,0.4201078684972299,-0.16941047228405326,1.477412372225088,0.3,log RR,0.5
O1,Bivariate Selection on zscore,1.0631291974704598,0.14278292323336092,0.7832746679330724,1.342983727007847,0.3,log RR,0.5
O2,Bivariate Selection on zscore,0.6781544615597045,0.42884714520278944,-0.16238594303776277,1.5186948661571718,0.3,log RR,0.5
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.6000000000000001
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.6000000000000001
O1,Bivariate Selection on effect,1.0727742260145607,0.14412560301595498,0.790288044103289,1.3552604079258326,0.3,log RR,0.6000000000000001
O2,Bivariate Selection on effect,0.593859265240901,0.4081760905068572,-0.20616587215253912,1.3938844026343413,0.3,log RR,0.6000000000000001
O1,Bivariate Selection on zscore,1.0609284140273143,0.14225807136788582,0.782102594146258,1.3397542339083706,0.3,log RR,0.6000000000000001
O2,Bivariate Selection on zscore,0.6125425965582711,0.41998210569703226,-0.21062233060791202,1.4357075237244543,0.3,log RR,0.6000000000000001
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.7000000000000001
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.7000000000000001
O1,Bivariate Selection on effect,1.0717394874519741,0.14380455639031497,0.7898825569269567,1.3535964179769915,0.3,log RR,0.7000000000000001
O2,Bivariate Selection on effect,0.546758672990622,0.39610644289666186,-0.22960995508683524,1.3231273010680793,0.3,log RR,0.7000000000000001
O1,Bivariate Selection on zscore,1.0589696317201738,0.1417764852655753,0.7810877205996463,1.3368515428407013,0.3,log RR,0.7000000000000001
O2,Bivariate Selection on zscore,0.5569059457867498,0.4097009756036639,-0.2461079663964315,1.3599198579699312,0.3,log RR,0.7000000000000001
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.8
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.8
O1,Bivariate Selection on effect,1.0705776563408804,0.14346738789174648,0.7893815760730574,1.3517737366087035,0.3,log RR,0.8
O2,Bivariate Selection on effect,0.511348156585356,0.3853119081064676,-0.24386318330332046,1.2665594964740325,0.3,log RR,0.8
O1,Bivariate Selection on zscore,1.0572011647919834,0.14134923669313923,0.7801566608734305,1.3342456687105364,0.3,log RR,0.8
O2,Bivariate Selection on zscore,0.51132903824439635,0.3994413981362292,-0.27157610210261285,1.2942341785914055,0.3,log RR,0.8
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,0.9
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,0.9
O1,Bivariate Selection on effect,1.0693372448298095,0.1431322771217056,0.7887979816712666,1.3498765079883523,0.3,log RR,0.9
O2,Bivariate Selection on effect,0.48552514505258465,0.3764459545081968,-0.252308925783481,1.2233592158886504,0.3,log RR,0.9
O1,Bivariate Selection on zscore,1.0555842135601894,0.14098037913489225,0.7792626704558006,1.3319057566645782,0.3,log RR,0.9
O2,Bivariate Selection on zscore,0.4748583215343662,0.39028129325252403,-0.29009301324058084,1.2398096563093133,0.3,log RR,0.9
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,1
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,1
O1,Bivariate Selection on effect,1.068066666018945,0.1428112868938615,0.7881565437069765,1.3479767883309135,0.3,log RR,1
O2,Bivariate Selection on effect,0.46710588166922323,0.36955391792710324,-0.2572197974678991,1.1914315608063455,0.3,log RR,1
O1,Bivariate Selection on zscore,1.0540895418642642,0.14066690400173487,0.7783824100208638,1.3297966737076645,0.3,log RR,1
O2,Bivariate Selection on zscore,0.44599705428916575,0.3827282563553746,-0.3041503281673685,1.1961444367457,0.3,log RR,1
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,1.1
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,1.1
O1,Bivariate Selection on effect,1.0668030021060768,0.1425101295140268,0.7874831482585842,1.3461228559535694,0.3,log RR,1.1
O2,Bivariate Selection on effect,0.4541886075294005,0.3643618330069555,-0.25996058516423226,1.1683378002230334,0.3,log RR,1.1
O1,Bivariate Selection on zscore,1.052696020508647,0.1404018448495962,0.7775084046034386,1.3278836364138555,0.3,log RR,1.1
O2,Bivariate Selection on zscore,0.4231552998568524,0.37682181104038404,-0.3154154497823003,1.161726049496005,0.3,log RR,1.1
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,1.2000000000000002
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.0655708827243089,0.14222997636171722,0.7868001290553431,1.3443416363932745,0.3,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.4452663731680949,0.36050012594474157,-0.2613138736835985,1.1518466200197883,0.3,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.0513893087860189,0.14017727548931763,0.7766418488269563,1.3261367687450814,0.3,log RR,1.2000000000000002
O2,Bivariate Selection on zscore,0.4049167966583424,0.3723384751736326,-0.3248666146819775,1.1347002079986623,0.3,log RR,1.2000000000000002
O1,Naive estimate,1.0871231378515327,0.14720728676116515,0.7986021575377891,1.3756441181652763,0.3,log RR,1.3
O2,Naive estimate,1.0816871831541006,0.44287868491196364,0.21366091120618935,1.9497134551020119,0.3,log RR,1.3
O1,Bivariate Selection on effect,1.0643851079369053,0.14196939377487575,0.7861250961381488,1.342645119735662,0.3,log RR,1.3
O2,Bivariate Selection on effect,0.43920663002126853,0.3576221476343963,-0.2617327793421483,1.1401460393846854,0.3,log RR,1.3
O1,Bivariate Selection on zscore,1.0501603295908666,0.13998608733926074,0.7757875984059155,1.3245330607758177,0.3,log RR,1.3
O2,Bivariate Selection on zscore,0.39013992860136004,0.3689634644871992,-0.3330284617935504,1.1133083189962705,0.3,log RR,1.3
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0
O1,Bivariate Selection on effect,1.5857665110826744,0.19263629948528224,1.2081993640915212,1.9633336580738276,0.6,log OR,0
O2,Bivariate Selection on effect,1.2276169624860487,0.42674687688997015,0.39119308378170725,2.06404084119039,0.6,log OR,0
O1,Bivariate Selection on zscore,1.5857665110826744,0.19263629948528224,1.2081993640915212,1.9633336580738276,0.6,log OR,0
O2,Bivariate Selection on zscore,1.2276169624860487,0.42674687688997015,0.39119308378170725,2.06404084119039,0.6,log OR,0
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.1
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.1
O1,Bivariate Selection on effect,1.5799522560352899,0.1919442552663276,1.2037415157132878,1.956162996357292,0.6,log OR,0.1
O2,Bivariate Selection on effect,1.14826339823994,0.4288482114668732,0.3077209037648685,1.9888058927150114,0.6,log OR,0.1
O1,Bivariate Selection on zscore,1.577780386243538,0.19176190609729168,1.2019270502928463,1.9536337221942297,0.6,log OR,0.1
O2,Bivariate Selection on zscore,1.156096487336018,0.4283049044122865,0.31661887468793637,1.9955740999840996,0.6,log OR,0.1
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.2
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.2
O1,Bivariate Selection on effect,1.5746245689992147,0.19149730195909492,1.1992898571593886,1.9499592808390407,0.6,log OR,0.2
O2,Bivariate Selection on effect,1.0670832649380546,0.4316564386975903,0.2210366450907777,1.9131298847853315,0.6,log OR,0.2
O1,Bivariate Selection on zscore,1.5701627992306397,0.19128366230034705,1.1952468211219596,1.9450787773393199,0.6,log OR,0.2
O2,Bivariate Selection on zscore,1.0834744277093704,0.4308713896030952,0.2389665040873039,1.927982351331437,0.6,log OR,0.2
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.30000000000000004
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.30000000000000004
O1,Bivariate Selection on effect,1.5697880717177306,0.19114206698398348,1.195149620429123,1.9444265230063382,0.6,log OR,0.30000000000000004
O2,Bivariate Selection on effect,0.9846285360912298,0.43399012534779585,0.13400789040954997,1.8352491817729097,0.6,log OR,0.30000000000000004
O1,Bivariate Selection on zscore,1.562792533005314,0.19104541529315894,1.1883435190307226,1.9372415469799056,0.6,log OR,0.30000000000000004
O2,Bivariate Selection on zscore,1.0096912352015417,0.43351893698420874,0.15999411871249258,1.859388351690591,0.6,log OR,0.30000000000000004
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.4
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.4
O1,Bivariate Selection on effect,1.5654962507894392,0.1907393333470633,1.1916471574291951,1.9393453441496833,0.6,log OR,0.4
O2,Bivariate Selection on effect,0.9027833828648326,0.4343249797733165,0.05150642250913229,1.7540603432205328,0.6,log OR,0.4
O1,Bivariate Selection on zscore,1.5557060930964222,0.1909047012751936,1.1815328785970427,1.9298793075958016,0.6,log OR,0.4
O2,Bivariate Selection on zscore,0.9358222583140715,0.43496524458991265,0.08329037891784274,1.7883541377103003,0.6,log OR,0.4
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.5
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.5
O1,Bivariate Selection on effect,1.5617938385765062,0.190189130495875,1.1890231428045912,1.9345645343484212,0.6,log OR,0.5
O2,Bivariate Selection on effect,0.8245396736872233,0.43155539685900707,-0.021308904156430608,1.670388251530877,0.6,log OR,0.5
O1,Bivariate Selection on zscore,1.549064552114388,0.1907403278040979,1.1752135096183562,1.9229155946104197,0.6,log OR,0.5
O2,Bivariate Selection on zscore,0.8640294325168493,0.43412601585889576,0.013142441433413588,1.714916423600285,0.6,log OR,0.5
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.6000000000000001
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.6000000000000001
O1,Bivariate Selection on effect,1.5586611768122403,0.1894499004057385,1.187339372016993,1.9299829816074876,0.6,log OR,0.6000000000000001
O2,Bivariate Selection on effect,0.7530609496881964,0.4255627471757271,-0.08104203477622873,1.5871639341526214,0.6,log OR,0.6000000000000001
O1,Bivariate Selection on zscore,1.5430736643663128,0.19046685610603617,1.1697586263984818,1.9163887023341437,0.6,log OR,0.6000000000000001
O2,Bivariate Selection on zscore,0.7969243303380652,0.4306097807264001,-0.04707083988567895,1.6409195005618094,0.6,log OR,0.6000000000000001
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.7000000000000001
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.7000000000000001
O1,Bivariate Selection on effect,1.5560009923551386,0.18853674005095178,1.1864689818552732,1.925533002855004,0.6,log OR,0.7000000000000001
O2,Bivariate Selection on effect,0.6906329982067535,0.41716318699482247,-0.1270068483030985,1.5082728447166054,0.6,log OR,0.7000000000000001
O1,Bivariate Selection on zscore,1.5378938010829495,0.19004365347587446,1.1654082402702355,1.9103793618956635,0.6,log OR,0.7000000000000001
O2,Bivariate Selection on zscore,0.7366906168225238,0.4248065973351404,-0.09593031395435148,1.569311547599399,0.6,log OR,0.7000000000000001
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.8
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.8
O1,Bivariate Selection on effect,1.5536723219120123,0.1875004935148647,1.1861713546228776,1.921173289201147,0.6,log OR,0.8
O2,Bivariate Selection on effect,0.6381518924519615,0.4075823880839815,-0.16070958819264225,1.437013373096565,0.6,log OR,0.8
O1,Bivariate Selection on zscore,1.5335870002650251,0.18946998067800266,1.1622258381361399,1.9049481623939104,0.6,log OR,0.8
O2,Bivariate Selection on zscore,0.6844962888859392,0.4175659098134398,-0.13393289434840283,1.5029254721202812,0.6,log OR,0.8
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,0.9
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,0.9
O1,Bivariate Selection on effect,1.5515392297837716,0.18640214336877858,1.1861910287809656,1.9168874307865775,0.6,log OR,0.9
O2,Bivariate Selection on effect,0.5952744505509576,0.39792583197243525,-0.1846601801150155,1.3752090812169309,0.6,log OR,0.9
O1,Bivariate Selection on zscore,1.5301177203392196,0.18877023679189883,1.160128056227098,1.9001073844513412,0.6,log OR,0.9
O2,Bivariate Selection on zscore,0.6404379954630302,0.4097717736959271,-0.16271468098098696,1.4435906719070473,0.6,log OR,0.9
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,1
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,1
O1,Bivariate Selection on effect,1.5495029261604458,0.1852948767438723,1.186324967742456,1.9126808845784355,0.6,log OR,1
O2,Bivariate Selection on effect,0.5609049221305723,0.3889264041182034,-0.20139082994110635,1.3232006742022508,0.6,log OR,1
O1,Bivariate Selection on zscore,1.5273871922195636,0.18797881563749771,1.158948713570068,1.8958256708690593,0.6,log OR,1
O2,Bivariate Selection on zscore,0.6038572967262692,0.4020839396228235,-0.18422722493446486,1.3919418183870031,0.6,log OR,1
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,1.1
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,1.1
O1,Bivariate Selection on effect,1.5475094374716496,0.1842169142487186,1.186444285544161,1.9085745893991382,0.6,log OR,1.1
O2,Bivariate Selection on effect,0.533667469498564,0.3809440081179231,-0.2129827864125653,1.2803177254096934,0.6,log OR,1.1
O1,Bivariate Selection on zscore,1.5252722494026079,0.18713006398677165,1.1584973239885354,1.8920471748166803,0.6,log OR,1.1
O2,Bivariate Selection on zscore,0.573736712858613,0.39488613332962297,-0.200240108467448,1.347713534184674,0.6,log OR,1.1
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,1.2000000000000002
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,1.2000000000000002
O1,Bivariate Selection on effect,1.5455413746630204,0.18319186428772555,1.1864853206590784,1.9045974286669625,0.6,log OR,1.2000000000000002
O2,Bivariate Selection on effect,0.5122118607031657,0.37407482366425404,-0.22097479367877215,1.2453985150851037,0.6,log OR,1.2000000000000002
O1,Bivariate Selection on zscore,1.5236523914955227,0.1862535839269092,1.1585953669987807,1.8887094159922646,0.6,log OR,1.2000000000000002
O2,Bivariate Selection on zscore,0.5489952988404957,0.3883476501618304,-0.21216609547669196,1.3101566931576833,0.6,log OR,1.2000000000000002
O1,Naive estimate,1.596345945263215,0.1973678946063363,1.2095119801302987,1.9831799103961312,0.6,log OR,1.3
O2,Naive estimate,1.1307276443733973,0.4503507059150812,0.24805648036764882,2.013398808379146,0.6,log OR,1.3
O1,Bivariate Selection on effect,1.5436045778088157,0.18223224971458676,1.1864293683682257,1.9007797872494057,0.6,log OR,1.3
O2,Bivariate Selection on effect,0.49535713660980446,0.36826611952067184,-0.22644445765071236,1.2171587308703213,0.6,log OR,1.3
O1,Bivariate Selection on zscore,1.5224229672902938,0.1853729487756755,1.15909198768997,1.8857539468906177,0.6,log OR,1.3
O2,Bivariate Selection on zscore,0.5286478331018842,0.3825069315811335,-0.22106575279713747,1.2783614190009058,0.6,log OR,1.3
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0
O1,Bivariate Selection on effect,1.116493985340338,0.15376299248931197,0.8151185200612865,1.4178694506193894,0.6,log RR,0
O2,Bivariate Selection on effect,1.143366935182555,0.42414280986336655,0.31204702785035665,1.9746868425147535,0.6,log RR,0
O1,Bivariate Selection on zscore,1.116493985340338,0.15376299248931197,0.8151185200612865,1.4178694506193894,0.6,log RR,0
O2,Bivariate Selection on zscore,1.143366935182555,0.42414280986336655,0.31204702785035665,1.9746868425147535,0.6,log RR,0
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.1
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.1
O1,Bivariate Selection on effect,1.1108759524302498,0.15300469846690543,0.8109867434351152,1.4107651614253844,0.6,log RR,0.1
O2,Bivariate Selection on effect,1.0591953762248072,0.4264471923752743,0.22335887916926955,1.8950318732803448,0.6,log RR,0.1
O1,Bivariate Selection on zscore,1.1087713422887022,0.1527502292995025,0.8093808928616774,1.408161791715727,0.6,log RR,0.1
O2,Bivariate Selection on zscore,1.0623359579827223,0.4263514878701731,0.22668704175718313,1.8979848742082615,0.6,log RR,0.1
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.2
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.2
O1,Bivariate Selection on effect,1.1054405503297664,0.15233895640846395,0.8068561957691771,1.4040249048903557,0.6,log RR,0.2
O2,Bivariate Selection on effect,0.9721900806350504,0.4306269394717278,0.12816127927046395,1.816218881999637,0.6,log RR,0.2
O1,Bivariate Selection on zscore,1.1013434785738816,0.15185463854749415,0.8037083870207931,1.3989785701269701,0.6,log RR,0.2
O2,Bivariate Selection on zscore,0.9790330163523129,0.4306294312160493,0.13499933116885632,1.8230667015357693,0.6,log RR,0.2
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.30000000000000004
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.30000000000000004
O1,Bivariate Selection on effect,1.1000315420279532,0.15169312922025519,0.8027130087562531,1.3973500752996533,0.6,log RR,0.30000000000000004
O2,Bivariate Selection on effect,0.8816957736211894,0.43603006605536976,0.02707684415266476,1.7363147030897141,0.6,log RR,0.30000000000000004
O1,Bivariate Selection on zscore,1.094168559586167,0.15101316207169102,0.7981827619256525,1.3901543572466815,0.6,log RR,0.30000000000000004
O2,Bivariate Selection on zscore,0.892487424511103,0.43651401349637836,0.03691995805820136,1.7480548909640046,0.6,log RR,0.30000000000000004
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.4
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.4
O1,Bivariate Selection on effect,1.0946316953054085,0.15097138549473546,0.7987277797357271,1.39053561087509,0.6,log RR,0.4
O2,Bivariate Selection on effect,0.7885815568408258,0.44096584953588835,-0.07571150824951545,1.652874621931167,0.6,log RR,0.4
O1,Bivariate Selection on zscore,1.0873588279427557,0.150165536280805,0.793034376832378,1.3816832790531335,0.6,log RR,0.4
O2,Bivariate Selection on zscore,0.803017308402875,0.4422521726818908,-0.06379695005363095,1.669831566859381,0.6,log RR,0.4
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.5
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.5
O1,Bivariate Selection on effect,1.089433219921623,0.15010559265491835,0.795226258317983,1.383640181525263,0.6,log RR,0.5
O2,Bivariate Selection on effect,0.6958038627252013,0.44334340636793884,-0.17314921375595882,1.5647569392063616,0.6,log RR,0.5
O1,Bivariate Selection on zscore,1.0812000690687626,0.1492994802443199,0.7885730877898957,1.3738270503476295,0.6,log RR,0.5
O2,Bivariate Selection on zscore,0.7130398910406324,0.4453932929041662,-0.15993096305153331,1.586010745132798,0.6,log RR,0.5
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.6000000000000001
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.6000000000000001
O1,Bivariate Selection on effect,1.08478409074705,0.1491030929407558,0.7925420285831687,1.3770261529109313,0.6,log RR,0.6000000000000001
O2,Bivariate Selection on effect,0.607846150573725,0.4418229659183905,-0.25812686262632034,1.4738191637737703,0.6,log RR,0.6000000000000001
O1,Bivariate Selection on zscore,1.0760444615160087,0.14846872148294843,0.7850457674094298,1.3670431556225877,0.6,log RR,0.6000000000000001
O2,Bivariate Selection on zscore,0.6267473498976731,0.4441447483417787,-0.2437763568522131,1.4972710566475593,0.6,log RR,0.6000000000000001
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.7000000000000001
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.7000000000000001
O1,Bivariate Selection on effect,1.0810211328287476,0.14804731165004778,0.790848401994654,1.3711938636628411,0.6,log RR,0.7000000000000001
O2,Bivariate Selection on effect,0.5290954123827724,0.43658890341976225,-0.32661883831996164,1.3848096630855062,0.6,log RR,0.7000000000000001
O1,Bivariate Selection on zscore,1.0721351273747772,0.1477605281366173,0.7825244922270074,1.361745762522547,0.6,log RR,0.7000000000000001
O2,Bivariate Selection on zscore,0.5485490239300702,0.43840756239982137,-0.3107297983735796,1.4078278462337201,0.6,log RR,0.7000000000000001
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.8
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.8
O1,Bivariate Selection on effect,1.0783142032591897,0.14704625308430036,0.790103547213961,1.3665248593044184,0.6,log RR,0.8
O2,Bivariate Selection on effect,0.4622444578100261,0.42905862327462096,-0.37871044380823093,1.3031993594282831,0.6,log RR,0.8
O1,Bivariate Selection on zscore,1.0694971476275468,0.14723938208161125,0.7809079587475887,1.3580863365075049,0.6,log RR,0.8
O2,Bivariate Selection on zscore,0.4813777801323745,0.42959253712659135,-0.36062359263574456,1.3233791529004935,0.6,log RR,0.8
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,0.9
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,0.9
O1,Bivariate Selection on effect,1.076629063613096,0.14617688426102038,0.790122370461496,1.363135756764696,0.6,log RR,0.9
O2,Bivariate Selection on effect,0.4077718065279263,0.42092849072317995,-0.41724803528950644,1.232791648345359,0.6,log RR,0.9
O1,Bivariate Selection on zscore,1.0679616627538224,0.14691719742093015,0.7800039558087993,1.3559193696988454,0.6,log RR,0.9
O2,Bivariate Selection on zscore,0.42603247046962567,0.4195941107599508,-0.3963719866198778,1.2484369275591292,0.6,log RR,0.9
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,1
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,1
O1,Bivariate Selection on effect,1.0757950013892175,0.1454658928916049,0.7906818513216719,1.360908151456763,0.6,log RR,1
O2,Bivariate Selection on effect,0.3644852434332702,0.4134276973766206,-0.4458330434249062,1.1748035302914466,0.6,log RR,1
O1,Bivariate Selection on zscore,1.0672674494977434,0.1467634491189309,0.7796110892246388,1.354923809770848,0.6,log RR,1
O2,Bivariate Selection on zscore,0.3816273216585509,0.4099092131662739,-0.4217947361473459,1.1850493794644477,0.6,log RR,1
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,1.1
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,1.1
O1,Bivariate Selection on effect,1.0755966421050145,0.1449024491394831,0.7915878417916276,1.3596054424184014,0.6,log RR,1.1
O2,Bivariate Selection on effect,0.3304170130086899,0.40713031612146444,-0.46755840658938036,1.1283924326067603,0.6,log RR,1.1
O1,Bivariate Selection on zscore,1.0671541182400648,0.1467310571793813,0.7795612461684774,1.3547469903116522,0.6,log RR,1.1
O2,Bivariate Selection on zscore,0.34644514620303424,0.40135037635207294,-0.44020159144702875,1.1330918838530972,0.6,log RR,1.1
O1,Naive estimate,1.129330325290251,0.15774226376112055,0.8201611694786369,1.4384994811018648,0.6,log RR,1.2000000000000002
O2,Naive estimate,1.032643176350416,0.43583238824320386,0.17842739209765845,1.8868589606031736,0.6,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.0758360476372086,0.14445910872921022,0.7926961945279566,1.3589759007464606,0.6,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.30351575900589184,0.40212339934022046,-0.48464610370094025,1.091677621712724,0.6,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.067410070428297,0.14677569872929314,0.7797297009188824,1.3550904399377115,0.6,log RR,1.2000000000000002
